ID,Name,Nationality,Age,Overall rating,Team & Contract,Height,Weight,foot,Best position,Value,Total attacking,Total skill,Total movement,Total power,Total mentality,Total defending,Body type
6466,K. Corbanie,Belgium,20,67,Royal Antwerp FC,187.0,75.0,Right,RWB,2.3,272,302,335,311,291,195,Lean
6467,N. Goitea,Argentina,28,62,Newell's Old Boys,185.0,79.0,Right,CB,0.4,189,202,260,247,205,188,Normal
6468,25L. Castro,Ecuador,28,61,Delfín SC,176.0,71.0,Left,CM,0.325,252,301,297,304,273,178,Lean
6469,T. Adeyemo,England,20,56,Crawley Town,192.0,81.0,Right,ST,0.35000000000000003,240,195,289,291,210,47,Normal
6470,R. Rabino,Uruguay,27,66,Club Atlético Juventud,173.0,69.0,Left,LB,0.8250000000000001,274,305,314,320,318,203,Normal
6471,24A. Sánchez Duque,Ecuador,26,64,Delfín SC,164.0,70.0,Left,CAM,0.7000000000000001,258,328,333,255,296,118,Normal
6472,23J. Rojas,Argentina,22,60,Delfín SC,196.0,76.0,Left,GK,0.47500000000000003,62,62,142,169,98,33,Lean
6473,A. Olsen,Norway,24,66,Vålerenga Fotball,183.0,78.0,Right,CB,1.6,197,213,340,293,232,197,Normal
6474,G. Ilenikhena,Nigeria,18,73,Al Ittihad,185.0,76.0,Left,ST,6.5,322,300,367,358,242,70,Lean
6475,P. Stroud,United States,23,66,Minnesota United FC,177.0,71.0,Right,CDM,1.6,246,309,368,292,281,194,Normal
6476,25D. Flores,United States,22,51,Sporting Kansas City,173.0,68.0,Right,CAM,0.13,218,249,315,208,217,124,Normal
6477,J. Dean,United States,28,64,Chicago Fire,173.0,69.0,Right,RB,0.525,243,246,349,266,250,189,Normal
6478,24R. Jiba,South Sudan,22,51,Minnesota United FC,183.0,70.0,Left,LB,0.13,176,187,334,218,219,134,Lean
6479,26K. Hughes,United States,24,60,New England Revolution,191.0,86.0,Right,CB,0.325,161,174,257,270,211,194,Normal
6480,G. Segal,United States,24,58,DC United,178.0,82.0,Right,ST,0.3,235,215,295,292,232,82,Lean
6481,25A. Korça,United States,23,56,FC Dallas,193.0,82.0,Right,CB,0.3,193,202,264,264,212,175,Lean
6482,26J. Panayotou,United States,21,59,New England Revolution,170.0,70.0,Left,CAM,0.55,223,280,307,249,246,150,Lean
6483,23K. Mbombo,Congo DR,26,62,NorthEast United,186.0,84.0,Left,ST,0.47500000000000003,262,226,315,350,242,45,Normal
6484,R. Haller,Uruguay,24,66,Boston River,178.0,70.0,Right,RB,1.2,237,242,322,297,280,182,Normal
6485,G. Allala,Uruguay,28,67,LDU Quito,187.0,85.0,Right,CB,0.975,230,218,274,256,284,194,Normal
6486,25N. Furtado,Uruguay,26,70,Cerro Largo,168.0,63.0,Right,RB,1.8,283,302,354,318,297,200,Normal
6487,24M. Dufour,Uruguay,24,69,Defensor Sporting,187.0,74.0,Right,GK,1.8,58,78,167,210,81,35,Normal
6488,25C. Lokesa,Belgium,19,65,RKC Waalwijk,185.0,70.0,Right,CAM,1.5,283,307,342,286,252,112,Lean
6489,24J. Qarradi,Saudi Arabia,21,50,Al Ettifaq,168.0,58.0,Right,ST,0.12,222,212,323,250,196,43,Lean
6490,O. Aertssen,Netherlands,20,65,PEC Zwolle,183.0,75.0,Right,CB,1.5,255,248,299,285,243,196,Normal
6491,25S. Vos,Netherlands,19,67+1,Ajax,180.0,74.0,Right,CDM,2.5,270,298,351,320,300,183,Normal
6492,C. Rasmussen,Denmark,22,67,Fortuna Düsseldorf,184.0,75.0,Left,ST,2.3,312,310,369,349,253,74,Normal
6493,J. Banel,Netherlands,20,65,Derby County,172.0,65.0,Right,CAM,1.7,277,290,407,288,226,88,Lean
6494,25M. Mariani,Netherlands,19,56,FC Groningen,185.0,70.0,Right,CB,0.35000000000000003,194,173,282,229,202,178,Lean
6495,24J. Morán,Ecuador,21,59,Barcelona de Guayaquil,178.0,67.0,Right,RB,0.47500000000000003,211,221,320,236,234,159,Normal
6496,26K. Kamara,England,19,56,Preston North End,174.0,70.0,Left,CDM,0.3,231,246,320,213,275,163,Lean
6497,24M. Ferreira,Uruguay,29,65,Delfín SC,175.0,76.0,Left,CB,0.65,218,202,297,280,224,200,Normal
6498,B. Oyola,Argentina,29,68,Bolívar,158.0,56.0,Left,RM,1.2,293,322,382,297,263,120,Normal
6499,23R. Guțea,Romania,17,53,CS Mioveni,175.0,72.0,Right,RM,0.21,225,234,301,181,226,157,Lean
6500,23Mimito,Guinea-Bissau,24,62,FC Argeș,173.0,72.0,Right,CM,0.6,259,282,346,324,295,155,Normal
6501,23Brendon Lucas,Brazil,27,58,FC Argeș,188.0,79.0,Right,CB,0.22,199,196,239,269,203,185,Normal
6502,Sha Yibo,China PR,35,53,Qingdao Hainiu FC,185.0,70.0,Right,CB,0.025,150,132,239,221,182,176,Normal
6503,J. Schreuders,Netherlands,20,67,FC Groningen,177.0,70.0,Right,RM,2.2,286,306,328,337,287,179,Normal
6504,23F. Castelli,Argentina,27,64,Central Cordoba SdE,183.0,75.0,Right,ST,0.625,270,250,300,318,238,59,Normal
6505,S. Valdéz,Argentina,29,71,Independiente,191.0,81.0,Right,CB,1.6,216,196,269,278,247,208,Normal
6506,24G. Olguin,Argentina,23,58,Central Cordoba SdE,181.0,77.0,Right,CM,0.4,260,268,308,284,265,155,Normal
6507,23L. Ciccolini,Argentina,27,63,Central Cordoba SdE,173.0,68.0,Right,RW,0.5,275,298,360,266,244,81,Lean
6508,25E. Robles,Argentina,23,61,Central Cordoba SdE,176.0,67.0,Right,CAM,0.725,276,284,311,279,283,167,Lean
6509,24G. Silva,Argentina,23,62,Colón,173.0,71.0,Right,CAM,0.55,267,329,332,264,280,162,Normal
6510,23J. Viollaz,Argentina,19,61,Barracas Central,186.0,73.0,Left,ST,0.725,271,285,301,318,239,60,Lean
6511,J. Low,Wales,23,67,Huddersfield Town,196.0,83.0,Right,CB,1.9,200,213,230,277,248,196,Stocky
6512,25T. Maistrello,Italy,31,65,Cittadella,193.0,80.0,Left,ST,0.6,316,284,318,336,277,110,Normal
6513,Yeray,Spain,22,66,FC Andorra,170.0,66.0,Left,CAM,1.9,303,321,371,293,253,90,Normal
6514,24S. Nilsson,Sweden,20,53,Kalmar FF,177.0,75.0,Left,LB,0.22,180,179,303,202,202,159,Lean
6515,24J. Selvén,Sweden,19,58,Odense Boldklub,170.0,64.0,Right,RM,0.525,229,256,369,215,209,77,Lean
6516,23B. Mastronicola,Argentina,22,60,Barracas Central,184.0,75.0,Left,CB,0.35000000000000003,212,195,308,271,226,174,Normal
6517,F. Solé,Argentina,28,71,Universidad Central de Venezuela,177.0,74.0,Right,CDM,1.6,308,331,340,326,335,212,Normal
6518,C. Keeley,Republic of Ireland,27,65,Drogheda United,200.0,89.0,Right,CB,0.725,252,198,233,308,246,188,Stocky
6519,24Joo Young Jae,Korea Republic,20,58,Gwangju FC,173.0,60.0,Right,RM,0.45,244,244,339,226,227,75,Normal
6520,24G. Cabrera,Argentina,21,61,Club Atlético Unión,170.0,60.0,Right,RM,0.725,248,288,387,242,232,104,Lean
6521,23Matheus Nogueira,Brazil,24,64,Portimonense SC,191.0,86.0,Right,GK,0.7000000000000001,65,68,174,189,111,33,Normal
6522,25A. Sant'Anna,Uruguay,26,73,River Plate,173.0,72.0,Right,RB,3.0,315,324,367,325,332,216,Stocky
6523,24E. Light,England,19,53,Leyton Orient,182.0,77.0,Right,CB,0.19,174,187,316,248,205,161,Lean
6524,25T. Sims,England,26,61,Harrogate Town,185.0,81.0,Right,RB,0.325,243,249,339,303,263,167,Normal
6525,25Wang Jianming,Chinese Taipei,30,59,Qingdao Hainiu FC,181.0,74.0,Right,RWB,0.22,236,270,326,294,252,183,Normal
6526,M. Brøndbo,Norway,20,58,Pescara,188.0,76.0,Right,GK,0.425,68,96,217,178,109,34,Normal
6527,26L. Prasse,Germany,21,62,Holstein Kiel,181.0,73.0,Right,RM,0.8,289,262,337,254,245,113,Lean
6528,A. Jungdal,Denmark,23,64,KVC Westerlo,195.0,82.0,Right,GK,0.7000000000000001,73,76,151,200,96,31,Normal
6529,23V. Pichel,Netherlands,20,57,SC Cambuur,180.0,74.0,Left,CM,0.35000000000000003,248,259,312,284,252,153,Lean
6530,J. Domina,Argentina,19,67,Cádiz CF,171.0,72.0,Right,ST,2.2,313,300,393,329,268,109,Normal
6531,23F. Quaedvlieg,Netherlands,19,57,FC Emmen,173.0,70.0,Right,RM,0.4,247,257,343,256,196,85,Lean
6532,23M. Warne,England,18,48,Rotherham United,178.0,74.0,Right,CDM,0.11,205,226,282,240,221,136,Lean
6533,J. Ludueña,Argentina,22,68,Club Atlético Unión,185.0,75.0,Right,CB,2.3,218,210,278,288,251,205,Normal
6534,26R. Castillo,Argentina,26,74,Lanús,187.0,78.0,Right,ST,4.7,327,314,378,378,288,58,Lean
6535,B. Barros Schelotto,Argentina,25,66,Gimnasia y Esgrima La Plata,181.0,76.0,Right,RWB,1.0,245,251,322,257,303,194,Normal
6536,T. Waddingham,Australia,20,63,Portsmouth,185.0,75.0,Left,ST,1.2,270,237,354,334,260,103,Normal
6537,24M. Soria,United States,21,62,Godoy Cruz,180.0,75.0,Right,GK,0.775,97,144,244,181,137,66,Normal
6538,24G. Pedernera,Argentina,22,63,Godoy Cruz,172.0,63.0,Left,CAM,1.1,278,269,394,271,235,87,Lean
6539,23L. Manga,Cameroon,21,57,Chamois Niortais FC,166.0,62.0,Left,LW,0.375,254,249,376,204,216,63,Lean
6540,24F. Järlesand,Sweden,19,53,Degerfors IF,186.0,80.0,Right,GK,0.21,66,77,161,165,112,39,Normal
6541,26A. Hedén Lindskog,Sweden,21,58,Degerfors IF,187.0,79.0,Left,CB,0.47500000000000003,193,212,271,256,194,169,Normal
6542,26E. Salinas,Argentina,22,63,Godoy Cruz,191.0,78.0,Right,GK,0.925,75,122,188,211,127,51,Lean
6543,24H. Arango,Colombia,21,59,Águilas Doradas,178.0,75.0,Right,GK,0.47500000000000003,69,74,167,172,108,38,Lean
6544,Alemañ,Spain,23,70,Granada CF,182.0,70.0,Left,CAM,3.2,301,336,360,326,313,157,Normal
6545,D. Al Enazi,Saudi Arabia,25,66,Damac FC,168.0,60.0,Left,LB,1.0,229,270,359,256,247,182,Lean
6546,24S. Purtic,Serbia,24,63+1,Asociația Clubul Sportiv Petrolul,188.0,78.0,Right,CDM,0.675,252,263,295,324,269,174,Normal
6547,M. Janssen,Germany,28,65,Rot-Weiss Essen,195.0,94.0,Right,ST,0.725,286,219,280,363,258,66,Stocky
6548,24S. Corda,Argentina,28,67,Instituto Atlético Central Córdoba,170.0,68.0,Left,LB,0.925,248,258,357,265,261,195,Lean
6549,F. Watson,Argentina,22,70,Lanús,176.0,72.0,Right,CAM,2.6,292,302,346,283,312,177,Lean
6550,26D. Puebla,Argentina,22,67,Instituto Atlético Central Córdoba,170.0,60.0,Right,ST,2.1,315,306,364,324,252,66,Normal
6551,26A. Sögaard,Sweden,27,62,IFK Norrköping,183.0,77.0,Right,CB,0.425,231,230,284,272,255,186,Normal
6552,25O. Ekperuoh,Sweden,19,56,IF Brommapojkarna,202.0,90.0,Right,GK,0.325,47,76,139,215,110,28,Normal
6553,25F. Sidklev,Sweden,19,61,IF Brommapojkarna,190.0,77.0,Right,GK,0.75,72,85,224,170,128,38,Normal
6554,N. Vasić,Sweden,33,67,Hammarby Fotboll,193.0,91.0,Right,ST,0.65,304,246,305,351,311,145,Normal
6555,24M. Jelassi,Tunisia,23,61,IF Brommapojkarna,185.0,75.0,Right,RM,0.625,244,242,344,275,268,166,Normal
6556,F. Nissen,Sweden,20,62,AIK,189.0,75.0,Right,CB,0.9,195,221,310,246,226,184,Normal
6557,26R. Omorowa,Sweden,21,63,Degerfors IF,181.0,78.0,Right,ST,1.1,278,255,339,338,298,111,Normal
6558,L. Małachowski Thorell,Sweden,20,66,Mjällby AIF,176.0,68.0,Right,CAM,2.1,282,294,366,268,289,168,Lean
6559,26E. Jemal,Sweden,22,59,Sandefjord Fotball,176.0,71.0,Right,RM,0.5,257,249,337,275,233,88,Normal
6560,24L. de los Santos,Uruguay,21,66-1,Defensor Sporting,182.0,72.0,Right,CM,1.9,301,318,347,340,313,185,Normal
6561,24M. Monamay,Belgium,17,60,Bayer 04 Leverkusen,185.0,72.0,Right,CDM,0.725,203,260,322,252,230,188,Lean
6562,24O. Bianchi,Argentina,27,63,Rosario Central,187.0,82.0,Right,ST,0.525,290,251,273,327,235,63,Normal
6563,26W. Odefalk,Sweden,20,63,IF Brommapojkarna,177.0,70.0,Right,CAM,1.1,282,275,350,289,287,162,Normal
6564,23P. Myslovič,Slovakia,21,63,Aberdeen,180.0,80.0,Left,CAM,1.1,286,329,316,323,290,127,Lean
6565,S. Kotto,Cameroon,21,66,Stade de Reims,190.0,84.0,Left,CB,1.8,239,243,308,318,250,187,Normal
6566,H. Bolin,Sweden,21,71,Borussia Mönchengladbach,179.0,64.0,Right,CAM,3.0,309,342,387,330,284,143,Lean
6567,M. Widell,Sweden,23,67,Swansea City,181.0,69.0,Right,CAM,2.0,288,291,347,327,289,171,Lean
6568,25A. Karlin,Sweden,21,55,Lillestrøm SK,178.0,71.0,Right,CAM,0.3,211,264,316,261,246,144,Lean
6569,26S. Burakovsky,Sweden,22,59,FK Bodø/Glimt,186.0,74.0,Right,RM,0.5,257,264,347,309,236,64,Lean
6570,25A. Álvarez Pérez,Sweden,19,53,Malmö FF,183.0,76.0,Right,CDM,0.23,202,227,308,271,250,150,Lean
6571,25Luizão,Brazil,22,65,Pogoń Szczecin,187.0,80.0,Left,CB,1.0,225,225,299,298,275,190,Normal
6572,24L. Barcia,Uruguay,30,66,Defensor Sporting,173.0,71.0,Right,RW,0.8250000000000001,320,343,358,321,275,142,Normal
6573,M. Abaldo,Uruguay,21,72,Independiente,172.0,60.0,Right,LM,5.5,314,313,374,300,281,129,Lean
6574,25Álex Alfaro,Spain,22,58,RC Deportivo de La Coruña,183.0,75.0,Right,CAM,0.45,259,264,300,275,269,149,Normal
6575,26E. Grozdanić,Sweden,25,63,IFK Värnamo,184.0,81.0,Left,CB,0.6,203,265,280,281,262,187,Normal
6576,R. Wilson,Scotland,19,59,SK Sturm Graz,183.0,75.0,Right,ST,0.5750000000000001,274,225,281,292,226,59,Lean
6577,M. Ilenič,Slovenia,20,64,Raków Częstochowa,180.0,71.0,Right,RWB,1.2,239,268,367,256,252,176,Lean
6578,R. Badescu,Romania,20,59,Metaloglobus București,192.0,80.0,Left,CB,0.47500000000000003,233,203,304,287,224,179,Normal
6579,N. Capraro,Argentina,27,66,Barracas Central,184.0,78.0,Right,CB,0.9,236,231,303,303,246,198,Lean
6580,R. Insua,Argentina,27,70,Barracas Central,181.0,76.0,Left,LB,1.5,306,325,346,340,329,191,Lean
6581,26M. Peinipil,Argentina,26,68,Independiente Rivadavia,179.0,75.0,Right,RB,1.2,255,283,341,313,310,189,Normal
6582,25L. López,Argentina,26,61,Barracas Central,179.0,78.0,Left,RM,0.375,266,260,323,273,265,181,Lean
6583,M. Brondo,Argentina,23,63,Atlético Tucumán,178.0,70.0,Right,ST,0.725,278,276,324,297,247,69,Lean
6584,K. Castaño,Colombia,24,74,River Plate,177.0,73.0,Right,CM,5.0,343,363,357,351,354,214,Normal
6585,A. Kurochkin,Sweden,21,62,IF Brommapojkarna,173.0,70.0,Right,CAM,0.9,250,276,351,281,246,96,Normal
6586,24A. Duarte,Uruguay,19,69,Defensor Sporting,175.0,68.0,Left,LM,3.3,306,307,371,334,239,99,Normal
6587,24Marlon,Brazil,25,63,Gil Vicente FC,176.0,67.0,Right,ST,0.5750000000000001,299,278,337,266,222,86,Normal
6588,23S. Kanu,Nigeria,23,63,Marítimo,181.0,66.0,Right,CAM,0.75,280,294,309,274,238,91,Normal
6589,25A. Toledo,Argentina,24,66,Huracán,178.0,71.0,Right,CDM,1.8,239,278,311,273,271,197,Normal
6590,26M. Al Nemer,Saudi Arabia,21,58,Al Nassr,176.0,75.0,Right,ST,0.45,252,206,329,288,226,88,Normal
6591,R. Owusu-Oduro,Netherlands,20,70,AZ Alkmaar,188.0,82.0,Right,GK,3.4,69,77,217,213,82,29,Normal
6592,V. Granath,Sweden,26,66,Mjällby AIF,189.0,78.0,Right,RM,0.925,289,275,303,342,285,172,Normal
6593,24M. Sjöland,Sweden,20,54,Halmstads BK,178.0,70.0,Right,CAM,0.24,232,248,314,237,223,127,Normal
6594,D. Virginio Deen,Netherlands,22,60,AZ Alkmaar,188.0,72.0,Right,GK,0.47500000000000003,67,66,174,156,66,35,Lean
6595,26N. Mohammed,Ghana,28,65,Halmstads BK,175.0,77.0,Right,ST,0.725,265,250,384,345,243,66,Normal
6596,24A. Vaher,Estonia,19,58,HJK Helsinki,191.0,78.0,Right,CB,0.45,200,209,297,248,231,170,Lean
6597,24D. Pech,Czechia,21,69,SK Slavia Praha,178.0,76.0,Right,RM,2.1,310,336,376,332,327,188,Normal
6598,I. Alemayehu,Sweden,18,60,Queens Park Rangers,177.0,70.0,Right,CAM,0.5750000000000001,267,292,348,274,278,135,Lean
6599,23A. Albertsen,Norway,17,54,Sandefjord Fotball,180.0,73.0,Right,GK,0.24,54,70,187,179,88,32,Normal
6600,D. Al Saed,Iraq,26,65,BK Häcken,180.0,66.0,Right,LM,0.775,261,277,377,289,249,80,Lean
6601,F. Ottosson,Sweden,28,68,IFK Göteborg,174.0,72.0,Right,CDM,1.1,274,305,339,329,293,196,Normal
6602,23K. Halldórsson,Iceland,18,55,FK Haugesund,164.0,65.0,Right,CAM,0.3,238,240,360,215,202,76,Lean
6603,25J. Urbančič,Slovenia,23,64,Viking FK,172.0,73.0,Left,LB,1.1,238,265,347,314,268,181,Normal
6604,25K. Djoco,France,28,66,FC Annecy,186.0,80.0,Right,ST,0.875,308,281,288,340,246,69,Normal
6605,J. Reid,United States,23,60,Sporting Kansas City,180.0,77.0,Left,LWB,0.47500000000000003,221,251,370,274,214,152,Normal
6606,Zhao Jia'nan,China PR,20,49,Dalian Yingbo,185.0,78.0,Right,LB,0.06,177,165,307,233,197,136,Lean
6607,26B. Cambridge,Canada,23,59,Charlotte FC,183.0,79.0,Right,RM,0.5,246,254,306,237,246,149,Lean
6608,24Li Lingfeng,China PR,21,49,Meizhou Hakka,180.0,66.0,Right,ST,0.07,200,183,306,238,187,43,Lean
6609,24Li Junfeng,China PR,21,48,Meizhou Hakka,173.0,67.0,Right,RM,0.07,201,216,305,226,228,113,Normal
6610,Geovane Jesus,Brazil,23,60,FC Dallas,182.0,79.0,Right,CB,0.375,207,223,338,303,252,179,Normal
6611,25Hernâni Infande,Portugal,23,63,Moreirense FC,178.0,66.0,Right,RM,0.75,276,288,350,252,242,93,Lean
6612,M. Qasheesh,Saudi Arabia,23,57,Al Fateh,169.0,60.0,Left,LB,0.2,182,190,349,208,196,154,Lean
6613,Ângelo,Brazil,20,75,Al Nassr,180.0,78.0,Left,LM,12.5,299,356,410,320,298,177,Lean
6614,M. Faqihi,Saudi Arabia,23,60,Al Okhdood,173.0,66.0,Left,LB,0.47500000000000003,194,245,333,286,228,170,Normal
6615,S. Kozuki,Japan,24,64,Viktoria Köln,182.0,72.0,Right,RM,0.8,266,310,360,290,254,129,Normal
6616,M. Al Rajih,Saudi Arabia,21,60,Al Shabab,181.0,75.0,Right,CB,0.525,191,190,291,265,195,183,Normal
6617,H. Picard,France,22,70,Columbus Crew,168.0,63.0,Right,RM,3.6,315,342,396,318,298,170,Normal
6618,M. Giménez,Argentina,26,69,Argentinos Juniors,185.0,73.0,Right,CF,1.5,323,318,354,348,292,79,Normal
6619,24K. Benítez,Argentina,21,58,Sportivo Ameliano,175.0,68.0,Left,CB,0.425,182,168,299,240,210,194,Normal
6620,25Kim Young Jun,Korea Republic,24,53,Daegu FC,184.0,79.0,Right,ST,0.19,238,203,280,281,209,40,Normal
6621,L. Arce,Argentina,27,70,Godoy Cruz,174.0,69.0,Right,RB,1.5,252,306,414,282,291,182,Lean
6622,23J. Da,France,22,55,Stade Lavallois Mayenne FC,187.0,73.0,Right,CB,0.24,158,160,261,244,201,177,Normal
6623,Kim Yong Hak,Korea Republic,22,62,Pohang Steelers,172.0,65.0,Left,CAM,0.9,273,287,351,221,228,96,Normal
6624,23J. Mbila,Germany,22,61,FC Augsburg,178.0,74.0,Right,ST,0.675,276,243,297,294,250,45,Normal
6625,24F. Tewelde,Norway,16,60,Odds Ballklubb,178.0,74.0,Right,RM,0.775,240,260,356,285,205,75,Normal
6626,23D. Katic,Croatia,19,60,FC Augsburg,185.0,79.0,Right,CB,0.55,194,201,272,262,239,185,Normal
6627,24E. Aksoy,Türkiye,19,56,Hatayspor,178.0,74.0,Left,LB,0.3,197,211,318,213,220,170,Normal
6628,24P. Singh,India,19,48,Jamshedpur FC,170.0,70.0,Right,CDM,0.11,185,220,302,224,233,144,Lean
6629,M. Rajović,Denmark,25,67,Legia Warszawa,192.0,80.0,Right,ST,1.3,306,281,343,365,270,74,Stocky
6630,23João Bravim,Brazil,24,61,Casa Pia,192.0,87.0,Right,GK,0.375,76,75,151,173,89,51,Normal
6631,23Wagner Leonardo,Brazil,22,67,Portimonense SC,186.0,74.0,Left,CB,2.1,216,214,284,281,228,203,Lean
6632,26S. Rodríguez,Argentina,27,70,Club Atlético Sarmiento,171.0,73.0,Left,ST,1.7,326,321,353,357,274,87,Normal
6633,25N. Barrientos,Argentina,29,64,Guaraní,170.0,68.0,Left,CAM,0.5750000000000001,264,301,329,220,253,119,Normal
6634,23R. Jurišić,Croatia,20,58,SV Ried,173.0,71.0,Left,LB,0.425,196,229,348,248,228,168,Normal
6635,26P. Souto,Argentina,25,66,Independiente Rivadavia,178.0,76.0,Left,LB,0.925,235,244,344,271,263,201,Normal
6636,N. Watson,Argentina,27,67,Deportivo Riestra,175.0,78.0,Right,CDM,1.0,236,273,313,294,290,206,Normal
6637,M. O'Mahony,Republic of Ireland,20,63,Reading FC,182.0,79.0,Right,ST,1.1,294,271,347,349,279,116,Normal
6638,F. Umeh,Republic of Ireland,20,62,Portsmouth,178.0,72.0,Left,ST,0.9500000000000001,272,266,366,321,298,160,Lean
6639,24J. Häkkinen,Finland,24,55,Cork City,186.0,84.0,Right,CB,0.15,184,176,232,239,223,167,Lean
6640,24C. Auguste,Canada,23,57,Houston Dynamo,178.0,72.0,Right,CAM,0.325,238,264,307,306,243,134,Normal
6641,24G. Walker,Republic of Ireland,24,54,Cork City,182.0,75.0,Right,CB,0.13,225,227,281,268,234,157,Lean
6642,26J. O'Brien-Whitmarsh,Republic of Ireland,20,57,Southampton,185.0,72.0,Right,CAM,0.425,234,262,309,256,254,132,Lean
6643,25Lucas Barcelos,Brazil,25,69,Daegu FC,182.0,82.0,Right,ST,1.7,312,304,359,367,291,53,Normal
6644,24M. Regáli,Slovakia,29,63,KV Kortrijk,176.0,60.0,Right,LM,0.47500000000000003,292,273,334,259,262,82,Lean
6645,R. Květ,Czechia,27,70,FCV Dender EH,187.0,83.0,Right,CAM,1.7,331,350,340,376,326,173,Normal
6646,24P. Hronek,Czechia,29,68,SK Slavia Praha,182.0,75.0,Right,CM,1.2,298,320,333,334,315,168,Normal
6647,26T. Bouchlarhem,France,24,64,FC Sion,180.0,72.0,Right,CAM,0.875,282,295,350,312,285,132,Lean
6648,26D. Kamenović,Serbia,24,63,Lazio,189.0,88.0,Left,CB,0.675,234,268,312,282,264,193,Normal
6649,C. Byrne,Republic of Ireland,22,59,Bohemian FC,186.0,80.0,Right,CB,0.325,234,282,266,267,235,176,Lean
6650,24D. McGrath,Republic of Ireland,17,51,Bohemian FC,173.0,63.0,Right,CAM,0.13,230,257,321,204,248,150,Lean
6651,24F. Pagel,Republic of Ireland,19,53,Forest Green Rovers,193.0,88.0,Right,GK,0.19,87,102,174,183,131,51,Normal
6652,23A. Stavridis,Germany,18,55,1. FC Kaiserslautern,173.0,67.0,Right,RM,0.275,242,256,308,238,198,73,Lean
6653,S. Baetaih,Saudi Arabia,24,64,Al Fateh,177.0,69.0,Right,RB,0.8250000000000001,250,263,335,275,247,179,Normal
6654,24S. Walde,Germany,18,61,Borussia Mönchengladbach,185.0,79.0,Right,CB,0.725,243,245,286,268,251,185,Lean
6655,N. Khumbeni,England,22,58,Gillingham,171.0,72.0,Right,CM,0.325,229,247,351,295,263,171,Normal
6656,X. Valdez,Dominican Republic,21,54,Nashville SC,198.0,72.0,Right,GK,0.21,54,68,150,177,82,32,Lean
6657,25R. Al Dawsari,Saudi Arabia,22,52,Al Raed,175.0,76.0,Right,ST,0.18,216,183,307,268,205,44,Stocky
6658,24O. Al Kuraidees,Saudi Arabia,21,49,Al Raed,162.0,62.0,Right,CAM,0.1,179,230,336,185,220,130,Normal
6659,L. Browne,Republic of Ireland,19,58,Notts County,184.0,78.0,Right,CB,0.45,198,204,277,248,222,172,Lean
6660,26G. Paredes,Argentina,21,62,CA Aldosivi,178.0,70.0,Left,LB,0.85,268,280,338,301,277,176,Normal
6661,K. Danois,France,21,75,AJ Auxerre,183.0,72.0,Right,CM,12.5,328,362,347,338,335,204,Normal
6662,C. Hughes,England,21,73,Hull City,189.0,84.0,Right,CB,6.5,251,285,338,341,295,216,Normal
6663,Y. Lührs,Germany,21,64,TSG,189.0,82.0,Right,CB,1.2,188,182,282,281,234,194,Normal
6664,K. Ciubotaru,Romania,21,63,FC Hermannstadt,180.0,75.0,Left,LM,1.0,251,265,349,281,269,172,Normal
6665,25B. Gil,El Salvador,23,68,Deportes Tolima,185.0,75.0,Right,ST,2.7,300,239,318,364,234,51,Normal
6666,26B. Aksaka,Türkiye,22,60,Galatasaray SK,178.0,74.0,Right,CAM,0.525,266,311,328,280,289,174,Lean
6667,24D. Alfonsi,Sweden,16,53,Varbergs BoIS,174.0,64.0,Right,CAM,0.3,230,254,335,251,242,120,Lean
6668,24M. Andersson,Sweden,16,53,Varbergs BoIS,169.0,62.0,Right,CAM,0.3,236,257,340,225,203,119,Lean
6669,24A. Vásquez,Peru,20,59,FBC Melgar,170.0,71.0,Right,CAM,0.55,247,278,296,286,275,168,Normal
6670,B. Cremaschi,United States,20,68,Parma,180.0,75.0,Right,CAM,2.6,254,306,351,288,314,183,Normal
6671,26G. Mottes,Argentina,27,70,CA Aldosivi,192.0,80.0,Left,CB,1.5,283,251,316,334,269,203,Normal
6672,24O. Farmer,England,18,55,Wolverhampton Wanderers,172.0,67.0,Right,RM,0.325,257,263,333,262,201,58,Lean
6673,J. Pérez,Venezuela,26,67,Carabobo FC,173.0,71.0,Left,CAM,1.2,314,332,340,306,296,186,Normal
6674,24M. Leddy,Republic of Ireland,19,52,Shamrock Rovers,173.0,71.0,Right,ST,0.19,220,219,319,224,217,63,Lean
6675,R. Shipston,England,20,56,Sheffield Wednesday,174.0,63.0,Right,CDM,0.3,241,279,322,233,266,163,Lean
6676,J. Martínez,Venezuela,23,63,Academia Puerto Cabello,173.0,60.0,Right,RM,0.75,261,277,343,267,252,136,Normal
6677,25L. Pérez,Venezuela,21,62,Metropolitanos FC,192.0,81.0,Right,CB,0.8250000000000001,205,162,295,266,221,186,Normal
6678,26N. Mawene,England,20,59,Preston North End,186.0,74.0,Right,CAM,0.5,257,285,314,275,287,169,Lean
6679,23J. Copland,England,17,51,Swindon Town,185.0,70.0,Right,GK,0.12,59,83,172,185,84,32,Normal
6680,P. Madanha,Australia,20,58,Adelaide United,185.0,78.0,Right,RM,0.425,246,251,359,319,267,146,Normal
