ID,Name,Nationality,Team & Contract,foot,Best position,Body type,Age,Overall rating,Height,Weight,Value,Total attacking,Total skill,Total movement,Total power,Total mentality,Total defending
6025,23I. Delić,Na_Croatia,Tc_Cosenza,F_Right,Bp_ST,Bt_Normal,a5,o2,h4,w4,v1,ta3,ts2,tm2,tp4,tme2,td1
6026,24G. Capanni,Na_Italy,Tc_Ternana,F_Right,Bp_ST,Bt_Normal,a3,NA,h2,w2,v3,ta4,ts3,tm3,tp3,tme2,td1
6027,24W. Ramírez,Na_Venezuela,Tc_Estudiantes de Mérida,F_Right,Bp_CDM,Bt_Normal,a2,o3,h1,w3,v3,ta2,ts2,tm3,tp2,tme3,td4
6028,24R. Amarilla,Na_Paraguay,Tc_Guaraní,F_Right,Bp_RM,Bt_Normal,a4,o4,h1,w1,v4,ta4,ts4,tm5,tp2,tme3,td2
6029,24A. Rodriguez,Na_Venezuela,Tc_Estudiantes de Mérida,F_Right,Bp_RM,Bt_Normal,a1,o3,h2,w1,v4,ta4,ts5,tm4,tp5,tme3,td5
6030,D. Rankine,Na_England,Tc_Crewe Alexandra,F_Right,Bp_RM,Bt_Lean,a3,o2,h1,w1,v2,ta3,ts4,tm5,tp1,tme3,td3
6031,24J. Tauriainen,Na_Finland,Tc_Chelsea,F_Left,Bp_LM,Bt_Lean,a1,o2,h4,w4,v3,ta4,ts5,tm2,tp4,tme4,td3
6032,25A. Maurer,Na_Morocco,Tc_Clermont Foot,F_Right,Bp_CAM,Bt_Lean,a1,o3,h1,w1,v3,ta4,ts5,tm3,tp2,tme4,td2
6033,B. Hughes,Na_England,Tc_AFC Wimbledon,F_Right,Bp_CB,Bt_Normal,a2,o2,h3,w3,v2,ta2,ts2,tm3,tp2,tme3,td4
6034,25J. Alfaro,Na_Chile,Tc_Universidad de Chile,F_Right,Bp_RM,Bt_Lean,a3,o4,h2,w1,v4,ta5,ts4,tm5,tp4,tme3,td2
6035,24A. Kanu,Na_England,Tc_Swindon Town,F_Right,Bp_CAM,Bt_Lean,a1,o1,h2,w2,v1,ta2,ts2,tm4,tp1,tme1,td2
6036,24D. Hutchings,Na_England,Tc_Shrewsbury Town,F_Right,Bp_CB,Bt_Lean,a1,o1,h4,w4,v1,ta1,ts1,tm2,tp1,tme2,td3
6037,24W. Peña,Na_Venezuela,Tc_Estudiantes de Mérida,F_Right,Bp_ST,Bt_Normal,a3,o4,h2,w2,v4,ta5,ts4,tm4,tp5,tme2,td1
6038,25R. Lethlean,Na_Australia,Tc_Brisbane Roar,F_Left,Bp_CB,Bt_Normal,a3,NA,h5,w5,v1,ta2,ts2,tm1,tp4,tme2,td3
6039,Vasco Sousa,Na_Portugal,Tc_Moreirense FC,F_Right,Bp_CAM,Bt_Normal,a3,o4,h1,w1,v5,ta4,ts5,tm5,tp2,tme4,td3
6040,Mario García,Na_Spain,Tc_Racing Santander,F_Left,Bp_LB,Bt_Normal,a2,o4,h1,w1,v4,ta3,ts3,tm4,tp2,tme4,td5
6041,G. Rodríguez,Na_Argentina,Tc_San Lorenzo de Almagro,F_Right,Bp_RM,Bt_Lean,a4,o4,h2,w2,v3,ta5,ts4,tm4,tp4,tme3,td2
6042,26E. Villanueva,Na_Chile,Tc_Colo-Colo,F_Right,Bp_GK,Bt_Normal,a2,o2,h4,w4,v2,ta1,ts1,tm1,tp1,tme1,td1
6043,24G. Muscia,Na_Argentina,Tc_Arsenal de Sarandi,F_Right,Bp_CAM,Bt_Normal,a4,o4,h3,w4,v4,ta4,ts4,tm3,tp4,tme5,td4
6044,24D. Ossa,Na_Chile,Tc_Universidad Católica,F_Right,Bp_ST,Bt_Normal,a1,o2,h2,w1,v2,ta3,ts3,tm3,tp4,tme2,td1
6045,24J. Graf,Na_Germany,Tc_SSV Jahn Regensburg,F_Right,Bp_ST,Bt_Normal,a1,o1,h2,w4,v2,ta3,ts2,tm2,tp2,tme1,td1
6046,N. Pyyhtiä,Na_Finland,Tc_Modena,F_Left,Bp_CM,Bt_Lean,a2,o5,h4,w4,v5,ta5,ts5,tm3,tp5,tme5,td5
6047,F. Paoletti,Na_Italy,Tc_Mantova,F_Right,Bp_CM,Bt_Lean,a3,o3,h3,w3,v3,ta3,ts4,tm2,tp3,tme4,td4
6048,J. Halwachs,Na_Austria,Tc_TSV Hartberg,F_Right,Bp_CAM,Bt_Lean,a3,o2,h4,w4,v2,ta3,ts4,tm3,tp4,tme4,td4
6049,24J. van der Mark,Na_Netherlands,Tc_SC Heerenveen,F_Right,Bp_GK,Bt_Normal,a1,o1,h5,w5,v1,ta1,ts1,tm1,tp1,tme1,td1
6050,D. Herold,Na_Germany,Tc_Karlsruher SC,F_Left,Bp_LWB,Bt_Lean,a3,o5,h4,w4,v5,ta3,ts4,tm4,tp3,tme5,td5
6051,K. Swyer,Na_England,Tc_Northampton Town,F_Right,Bp_CAM,Bt_Lean,a3,o2,h3,w4,v2,ta4,ts4,tm3,tp3,tme3,td2
6052,23A. Lutovac,Na_Serbia,Tc_SV Ried,F_Right,Bp_RM,Bt_Normal,a4,o2,h1,w3,v2,ta3,ts3,tm4,tp3,tme4,td3
6053,C. Ligue,Na_Switzerland,Tc_Mantova,F_Left,Bp_ST,Bt_Normal,a2,o3,h2,w4,v4,ta4,ts3,tm4,tp5,tme4,td4
6054,23S. Kordic,Na_Austria,Tc_SV Ried,F_Right,Bp_ST,Bt_Normal,a1,o1,h3,w3,v2,ta2,ts1,tm3,tp3,tme2,td1
6055,T. Berger,Na_Germany,Tc_TSV Havelse,F_Right,Bp_CDM,Bt_Normal,a4,o2,h3,w4,v2,ta3,ts3,tm3,tp4,tme4,td4
6056,26Paulinho,Na_Portugal,Tc_Oțelul Galați,F_Right,Bp_ST,Bt_Normal,a4,o4,h4,w4,v3,ta4,ts3,tm2,tp5,tme4,td1
6057,24R. Guzzo,Na_Switzerland,Tc_FC Zürich,F_Left,Bp_CB,Bt_Normal,a1,o1,h2,w2,v1,ta2,ts1,tm2,tp2,tme1,td4
6058,J. Janitzek,Na_Germany,Tc_SV Wehen Wiesbaden,F_Right,Bp_CB,Bt_Lean,a2,o4,h5,w4,v4,ta3,ts2,tm1,tp2,tme3,td5
6059,O. Scarles,Na_England,Tc_West Ham United,F_Left,Bp_LB,Bt_Lean,a1,o5,h2,w3,v5,ta4,ts5,tm5,tp4,tme4,td5
6060,24Rafael Oliveira,Na_Portugal,Tc_Vitória SC,F_Right,Bp_GK,Bt_Normal,a1,o2,h3,w5,v3,ta1,ts1,tm1,tp1,tme1,td1
6061,26K. Hegyi,Na_Hungary,Tc_West Ham United,F_Right,Bp_GK,Bt_Normal,a3,o2,h5,w5,v2,ta1,ts1,tm1,tp1,tme1,td1
6062,Manu Silva,Na_Portugal,Tc_SL Benfica,F_Right,Bp_CDM,Bt_Normal,a4,o5,h5,w5,v5,ta4,ts5,tm2,tp5,tme5,td5
6063,24C. Asensio,Na_United States,Tc_Austin FC,F_Left,Bp_LWB,Bt_Lean,a4,o1,h1,w1,v1,ta2,ts4,tm2,tp1,tme2,td3
6064,C. Fodrey,Na_United States,Tc_Austin FC,F_Left,Bp_ST,Bt_Normal,a2,o1,h4,w3,v1,ta2,ts1,tm3,tp4,tme1,td1
6065,24O. O'Malley,Na_United States,Tc_St. Louis CITY SC,F_Right,Bp_RM,Bt_Lean,a2,o1,h3,w1,v1,ta2,ts2,tm4,tp1,tme2,td3
6066,26M. Baggesen,Na_Denmark,Tc_IFK Norrköping,F_Left,Bp_LB,Bt_Lean,a2,o3,h2,w2,v4,ta2,ts3,tm4,tp1,tme3,td4
6067,25A. Dattola,Na_Argentina,Tc_Belgrano de Córdoba,F_Right,Bp_CB,Bt_Lean,a4,o4,h5,w5,v4,ta2,ts2,tm4,tp4,tme4,td5
6068,26Vinícius Nogueira,Na_Brazil,Tc_Vålerenga Fotball,F_Left,Bp_LWB,Bt_Normal,a4,o4,h2,w2,v4,ta4,ts4,tm4,tp4,tme4,td4
6069,24João Paulo,Na_Brazil,Tc_Varbergs BoIS,F_Right,Bp_ST,Bt_Lean,a3,o2,h2,w3,v2,ta3,ts2,tm4,tp4,tme2,td1
6070,24M. Sainte,Na_Sweden,Tc_Varbergs BoIS,F_Right,Bp_RM,Bt_Normal,a2,o2,h2,w1,v2,ta2,ts3,tm5,tp3,tme2,td3
6071,23Ö. Pektas,Na_Sweden,Tc_Varbergs BoIS,F_Right,Bp_ST,Bt_Normal,a2,o1,h4,w5,v2,ta2,ts2,tm2,tp4,tme2,td1
6072,24Igor Ribeiro,Na_Brazil,Tc_Tacuary FC,F_Right,Bp_CB,Bt_Lean,a5,o4,h4,w4,v3,ta2,ts1,tm3,tp3,tme3,td5
6073,24A. Amarilla,Na_Paraguay,Tc_Club Atlético Sarmiento,F_Right,Bp_CAM,Bt_Normal,a2,o3,h1,w2,v3,ta3,ts4,tm4,tp4,tme4,td3
6074,M. Soumano,Na_France,Tc_NAC Breda,F_Right,Bp_ST,Bt_Normal,a1,o4,h4,w4,v4,ta4,ts3,tm4,tp5,tme3,td2
6075,V. Depietri,Na_Argentina,Tc_Talleres,F_Right,Bp_RM,Bt_Normal,a4,o4,h2,w3,v4,ta5,ts4,tm3,tp3,tme3,td3
6076,25M. Gómez,Na_Argentina,Tc_Huracán,F_Right,Bp_CAM,Bt_Lean,a2,o3,h1,w1,v4,ta3,ts4,tm5,tp3,tme3,td2
6077,25I. Valenzuela,Na_Argentina,Tc_Huracán,F_Right,Bp_RB,Bt_Normal,a4,o3,h2,w2,v3,ta2,ts2,tm4,tp1,tme4,td4
6078,S. Luján,Na_Argentina,Tc_Huracán,F_Right,Bp_RM,Bt_Normal,a4,o3,h2,w2,v3,ta4,ts4,tm3,tp3,tme2,td2
6079,B. Ramírez,Na_Ecuador,Tc_FC Cincinnati,F_Left,Bp_LM,Bt_Lean,a4,o5,h2,w3,v5,ta4,ts5,tm5,tp5,tme5,td4
6080,24J. Jurčec,Na_Croatia,Tc_SC Rheindorf Altach,F_Right,Bp_CAM,Bt_Normal,a2,NA,h2,w2,v3,ta3,ts4,tm4,tp2,tme3,td2
6081,25V. Branda,Na_Ecuador,Tc_Deportivo Cuenca,F_Left,Bp_LM,Bt_Normal,a3,o4,h1,w2,v5,ta5,ts4,tm5,tp4,tme4,td2
6082,23B. Duarte,Na_Argentina,Tc_Deportivo Cuenca,F_Right,Bp_CB,Bt_Normal,a5,o5,h5,w5,v4,ta3,ts3,tm3,tp3,tme4,td5
6083,25L. Lavallée,Na_France,Tc_Paris Saint-Germain,F_Right,Bp_GK,Bt_Normal,a2,o3,h5,w4,v3,ta1,ts1,tm1,tp1,tme1,td1
6084,24T. Vitali,Na_Italy,Tc_Ternana,F_Right,Bp_GK,Bt_Normal,a4,o1,h4,w4,v1,ta1,ts1,tm1,tp1,tme1,td1
6085,25I. Housni,Na_Morocco,Tc_Le Havre AC,F_Right,Bp_ST,Bt_Lean,a1,o4,h1,w1,v4,ta5,ts4,tm4,tp3,tme4,td1
6086,D. Barrera,Na_Argentina,Tc_Central Cordoba SdE,F_Right,Bp_RM,Bt_Normal,a2,o2,h1,w1,v2,ta3,ts4,tm3,tp2,tme4,td4
6087,25H. Bhatt,Na_India,Tc_Mumbai City FC,F_Right,Bp_RB,Bt_Normal,a5,o1,h2,w4,v1,ta1,ts1,tm2,tp1,tme2,td3
6088,J. Dunsby,Na_Norway,Tc_Sandefjord Fotball,F_Right,Bp_LM,Bt_Normal,a4,o4,h1,w1,v4,ta4,ts4,tm5,tp4,tme4,td2
6089,C. McGuckin,Na_Northern Ireland,Tc_Rotherham United,F_Right,Bp_ST,Bt_Lean,a2,o1,h4,w2,v2,ta3,ts2,tm2,tp3,tme2,td1
6090,24R. Farías,Na_Ecuador,Tc_Deportivo Cuenca,F_Right,Bp_LB,Bt_Normal,a5,o4,h2,w3,v3,ta3,ts3,tm5,tp3,tme5,td5
6091,26R. Melo,Na_Argentina,Tc_Atlético Tucumán,F_Right,Bp_CDM,Bt_Normal,a5,o4,h4,w4,v4,ta4,ts4,tm3,tp5,tme5,td5
6092,24D. Ávila,Na_Ecuador,Tc_Deportivo Cuenca,F_Right,Bp_ST,Bt_Stocky,a5,o4,h2,w4,v3,ta5,ts3,tm3,tp4,tme4,td2
6093,E. Bores,Na_Ecuador,Tc_Independiente del Valle,F_Right,Bp_GK,Bt_Normal,a3,o2,h4,w4,v3,ta1,ts1,tm1,tp1,tme1,td1
6094,25M. Méndez,Na_Ecuador,Tc_Deportivo Cuenca,F_Right,Bp_CAM,Bt_Normal,a4,o3,h1,w1,v3,ta4,ts3,tm4,tp4,tme4,td4
6095,E. Gómez Riga,Na_Argentina,Tc_Independiente Rivadavia,F_Right,Bp_GK,Bt_Lean,a4,o3,h4,w4,v3,ta1,ts1,tm1,tp1,tme1,td2
6096,P. Pernicone,Na_Argentina,Tc_Club Atlético Juventud,F_Right,Bp_CB,Bt_Normal,a4,o4,h3,w4,v4,ta2,ts2,tm2,tp3,tme3,td5
6097,Y. Quiñónez,Na_Ecuador,Tc_LDU Quito,F_Right,Bp_RM,Bt_Normal,a4,o4,h2,w3,v4,ta4,ts4,tm5,tp4,tme3,td2
6098,25M. Zambrano,Na_Ecuador,Tc_Deportivo Cuenca,F_Right,Bp_ST,Bt_Normal,a5,o4,h3,w4,v3,ta4,ts3,tm4,tp5,tme3,td2
6099,24Jeffinho,Na_Brazil,Tc_Olympique Lyonnais,F_Right,Bp_RM,Bt_Lean,a4,o5,h2,w1,v5,ta4,ts5,tm5,tp3,tme4,td2
6100,23J. Cáceres,Na_Paraguay,Tc_Nacional Asunción,F_Right,Bp_RM,Bt_Lean,a1,o2,h2,w1,v2,ta4,ts3,tm4,tp4,tme2,td2
6101,J. Alfaro,Na_Argentina,Tc_Club Olimpia,F_Right,Bp_CDM,Bt_Normal,a4,o5,h3,w4,v4,ta5,ts4,tm4,tp5,tme5,td5
6102,23O. Brizuela,Na_Argentina,Tc_Nacional Asunción,F_Right,Bp_CB,Bt_Stocky,a5,o4,h5,w5,v3,ta3,ts2,tm1,tp4,tme4,td5
6103,24A. Đokanović,Na_Bosnia and Herzegovina,Tc_MKE Ankaragücü,F_Right,Bp_CDM,Bt_Normal,a3,o3,h2,w2,v3,ta3,ts4,tm4,tp5,tme5,td5
6104,André Gomes,Na_Portugal,Tc_Alverca,F_Left,Bp_GK,Bt_Normal,a2,o4,h4,w5,v5,ta1,ts1,tm1,tp1,tme1,td1
6105,26M. Solís,Na_Ecuador,Tc_Nacional Potosí,F_Right,Bp_RM,Bt_Stocky,a5,o4,h1,w4,v3,ta4,ts4,tm5,tp3,tme3,td2
6106,E. Saad,Na_Tunisia,Tc_Hannover 96,F_Right,Bp_CAM,Bt_Lean,a4,o5,h4,w2,v4,ta5,ts5,tm5,tp4,tme4,td2
6107,25M. Julio,Na_Ecuador,Tc_LDU Quito,F_Right,Bp_CDM,Bt_Normal,a5,o4,h1,w4,v3,ta3,ts3,tm3,tp4,tme4,td4
6108,25B. Nazareno,Na_Ecuador,Tc_Técnico Universitario,F_Left,Bp_LM,Bt_Normal,a4,o4,h1,w1,v4,ta3,ts3,tm4,tp2,tme3,td2
6109,Kiki Silva,Na_Portugal,Tc_Casa Pia,F_Left,Bp_RW,Bt_Lean,a5,o3,h1,w2,v2,ta4,ts4,tm4,tp3,tme4,td3
6110,J. Bertolissio,Na_Australia,Tc_Newcastle Jets,F_Right,Bp_RB,Bt_Lean,a3,o1,h3,w2,v1,ta2,ts2,tm2,tp2,tme2,td3
6111,M. François,Na_Australia,Tc_Auckland FC,F_Right,Bp_RM,Bt_Lean,a3,o2,h3,w2,v3,ta3,ts3,tm4,tp3,tme3,td2
6112,F. Barrios,Na_Uruguay,Tc_Boston River,F_Right,Bp_CDM,Bt_Normal,a4,o4,h3,w3,v4,ta4,ts4,tm3,tp4,tme5,td5
6113,25B. Barja,Na_Uruguay,Tc_Sportivo Ameliano,F_Right,Bp_ST,Bt_Lean,a2,o3,h4,w5,v3,ta4,ts4,tm2,tp4,tme4,td1
6114,26M. Añasco,Na_Uruguay,Tc_Cerro Largo,F_Left,Bp_CAM,Bt_Lean,a4,o3,h1,w1,v3,ta4,ts4,tm4,tp3,tme4,td2
6115,26J. Castillo,Na_Peru,Tc_Alianza Lima,F_Right,Bp_CDM,Bt_Normal,a5,o4,h1,w3,v3,ta4,ts4,tm2,tp4,tme4,td5
6116,23T. Guerrero,Na_Paraguay,Tc_Tacuary FC,F_Right,Bp_CB,Bt_Normal,a1,o2,h4,w3,v3,ta1,ts1,tm3,tp2,tme1,td5
6117,23A. Oviedo,Na_Uruguay,Tc_Tacuary FC,F_Right,Bp_ST,Bt_Lean,a4,o3,h2,w2,v2,ta4,ts3,tm4,tp4,tme2,td1
6118,25F. Vega,Na_Argentina,Tc_Vélez Sarsfield,F_Right,Bp_CAM,Bt_Lean,a3,o3,h2,w2,v3,ta3,ts4,tm3,tp3,tme4,td3
6119,24M. Verdún,Na_Paraguay,Tc_Tacuary FC,F_Right,Bp_RM,Bt_Lean,a4,o3,h1,w1,v3,ta4,ts4,tm4,tp4,tme4,td2
6120,25Lee Sang min,Na_Korea Republic,Tc_Daejeon Citizen,F_Left,Bp_LM,Bt_Normal,a2,o2,h1,w3,v3,ta2,ts3,tm5,tp3,tme4,td3
6121,23Patryck Ferreira,Na_Brazil,Tc_Tacuary FC,F_Right,Bp_ST,Bt_Stocky,a4,o3,h4,w4,v3,ta3,ts3,tm3,tp5,tme1,td1
6122,25Seo Dong han,Na_Korea Republic,Tc_Incheon United FC,F_Right,Bp_ST,Bt_Normal,a4,o1,h1,w1,v1,ta2,ts2,tm2,tp1,tme2,td2
6123,Kim Ju Chan,Na_Korea Republic,Tc_Gimcheon Sangmu FC,F_Right,Bp_RM,Bt_Normal,a2,o2,h1,w2,v3,ta3,ts3,tm5,tp4,tme3,td1
6124,E. Karzev,Na_Israel,Tc_Shenzhen Peng City,F_Right,Bp_CDM,Bt_Normal,a4,o5,h4,w3,v4,ta5,ts5,tm4,tp5,tme5,td5
6125,26Kang Hyun Je,Na_Korea Republic,Tc_Pohang Steelers,F_Right,Bp_CAM,Bt_Lean,a3,o1,h3,w3,v1,ta2,ts3,tm1,tp2,tme2,td2
6126,Álex Valle,Na_Spain,Tc_Como,F_Left,Bp_LWB,Bt_Normal,a2,o5,h2,w2,v5,ta5,ts5,tm5,tp5,tme5,td5
6127,23Joseba Beitia,Na_Spain,Tc_NorthEast United,F_Right,Bp_CM,Bt_Normal,a5,o3,h3,w4,v1,ta4,ts4,tm2,tp4,tme5,td4
6128,V. Mohanan,Na_India,Tc_Kerala Blasters FC,F_Right,Bp_CM,Bt_Lean,a3,o1,h1,w2,v1,ta2,ts2,tm2,tp2,tme3,td3
6129,N. Sudeesh,Na_India,Tc_Kerala Blasters FC,F_Right,Bp_RM,Bt_Lean,a4,o1,h1,w2,v1,ta2,ts2,tm2,tp2,tme1,td2
6130,M. Zothanpuia,Na_India,Tc_Jamshedpur FC,F_Left,Bp_LB,Bt_Lean,a4,o1,h2,w3,v1,ta2,ts2,tm2,tp2,tme2,td3
6131,B. Yumnam,Na_India,Tc_Kerala Blasters FC,F_Right,Bp_CB,Bt_Normal,a2,o1,h2,w3,v1,ta1,ts1,tm1,tp2,tme1,td4
6132,24F. Klomp,Na_Netherlands,Tc_FC Volendam,F_Left,Bp_CM,Bt_Lean,a2,o2,h4,w4,v2,ta3,ts3,tm2,tp4,tme4,td4
6133,B. Klaverboer,Na_Netherlands,Tc_SC Heerenveen,F_Right,Bp_GK,Bt_Lean,a1,o4,h5,w4,v5,ta1,ts1,tm1,tp1,tme1,td1
6134,C. Ordoñez,Na_Argentina,Tc_Parma,F_Right,Bp_CDM,Bt_Normal,a2,o5,h2,w1,v5,ta3,ts4,tm5,tp5,tme5,td5
6135,L. Reichardt,Na_Germany,Tc_FC Hansa Rostock,F_Left,Bp_CB,Bt_Lean,a2,o2,h5,w1,v3,ta2,ts2,tm2,tp2,tme3,td5
6136,24A. Al Bouq,Na_Saudi Arabia,Tc_Abha,F_Left,Bp_GK,Bt_Normal,a4,o1,h4,w2,v1,ta1,ts1,tm1,tp1,tme1,td1
6137,25F. Bamgboye,Na_Nigeria,Tc_Hatayspor,F_Right,Bp_RM,Bt_Lean,a4,o4,h1,w1,v4,ta4,ts4,tm5,tp5,tme4,td2
6138,T. Smith,Na_England,Tc_Colchester United,F_Left,Bp_GK,Bt_Normal,a4,o2,h4,w5,v1,ta1,ts1,tm1,tp1,tme1,td1
6139,24M. Al Qahtani,Na_Saudi Arabia,Tc_Abha,F_Right,Bp_RM,Bt_Normal,a2,o1,h2,w2,v1,ta2,ts3,tm2,tp2,tme1,td2
6140,24K. Chaban,Na_France,Tc_Albacete Balompié,F_Right,Bp_ST,Bt_Normal,a4,o2,h3,w4,v2,ta4,ts4,tm3,tp5,tme2,td2
6141,23M. Makhaula,Na_South Africa,Tc_Orlando Pirates,F_Right,Bp_CDM,Bt_Normal,a5,o4,h2,w2,v3,ta3,ts3,tm3,tp3,tme5,td5
6142,F. Dahl,Na_Norway,Tc_Molde FK,F_Left,Bp_CB,Bt_Normal,a5,o4,h4,w4,v3,ta3,ts3,tm4,tp4,tme3,td5
6143,23B. Wittle,Na_Ecuador,Tc_Emelec,F_Right,Bp_ST,Bt_Normal,a3,o3,h3,w4,v3,ta4,ts3,tm4,tp3,tme2,td2
6144,E. Toku,Na_Ghana,Tc_Buriram United,F_Left,Bp_CAM,Bt_Lean,a4,o4,h1,w1,v4,ta4,ts4,tm4,tp2,tme4,td3
6145,24J. Mina,Na_Ecuador,Tc_Emelec,F_Right,Bp_GK,Bt_Normal,a2,o2,h5,w5,v3,ta1,ts1,tm1,tp1,tme1,td1
6146,M. Harboush,Na_Saudi Arabia,Tc_Al Shabab,F_Right,Bp_RB,Bt_Lean,a3,o2,h1,w1,v2,ta1,ts2,tm4,tp1,tme2,td3
6147,J. Anderson,Na_England,Tc_Barrow,F_Left,Bp_CB,Bt_Lean,a4,o3,h4,w5,v3,ta2,ts2,tm1,tp2,tme3,td4
6148,23A. Ibarrero,Na_Paraguay,Tc_Nacional Asunción,F_Right,Bp_ST,Bt_Normal,a5,o2,h2,w2,v1,ta4,ts3,tm1,tp3,tme2,td1
6149,23V. Limaj,Na_Germany,Tc_FC Hermannstadt,F_Right,Bp_CDM,Bt_Normal,a4,o2,h4,w3,v1,ta3,ts4,tm2,tp3,tme3,td4
6150,25Darío Serra,Na_Spain,Tc_Go Ahead Eagles,F_Right,Bp_RM,Bt_Normal,a2,o2,h2,w4,v3,ta3,ts3,tm2,tp3,tme2,td2
6151,F. Sánchez,Na_Argentina,Tc_FC Schalke,F_Left,Bp_CB,Bt_Lean,a2,o4,h4,w4,v4,ta3,ts2,tm3,tp3,tme3,td5
6152,A. Sosa,Na_Argentina,Tc_CA Aldosivi,F_Left,Bp_LM,Bt_Lean,a3,o4,h3,w4,v5,ta4,ts5,tm4,tp5,tme4,td3
6153,K. Silva,Na_Argentina,Tc_Montevideo City Torque,F_Right,Bp_CB,Bt_Lean,a3,o3,h4,w5,v3,ta1,ts1,tm1,tp3,tme2,td5
6154,M. Mónaco,Na_Argentina,Tc_Club Atlético Sarmiento,F_Left,Bp_CM,Bt_Lean,a4,o3,h2,w1,v3,ta4,ts4,tm2,tp3,tme4,td3
6155,G. Morachioli,Na_Italy,Tc_SS Juve Stabia,F_Right,Bp_CAM,Bt_Lean,a4,o3,h1,w1,v3,ta4,ts4,tm4,tp1,tme2,td1
6156,N. Štulić,Na_Serbia,Tc_Lecce,F_Right,Bp_ST,Bt_Normal,a4,o5,h4,w4,v5,ta5,ts4,tm2,tp5,tme4,td1
6157,25E. Matino,Na_Italy,Tc_Cittadella,F_Right,Bp_CB,Bt_Normal,a4,o3,h4,w4,v2,ta2,ts2,tm2,tp2,tme2,td5
6158,G. Aurelio,Na_Italy,Tc_Spezia,F_Left,Bp_ST,Bt_Normal,a4,o4,h3,w4,v4,ta5,ts5,tm5,tp5,tme5,td4
6159,Vivaldo Semedo,Na_Portugal,Tc_Watford,F_Left,Bp_ST,Bt_Normal,a2,o4,h5,w5,v4,ta4,ts2,tm3,tp5,tme4,td2
6160,23N. Canela,Na_Argentina,Tc_Godoy Cruz,F_Left,Bp_CB,Bt_Lean,a1,o2,h4,w1,v3,ta2,ts2,tm3,tp3,tme3,td4
6161,A. Villalobos,Na_Argentina,Tc_Godoy Cruz,F_Right,Bp_CAM,Bt_Normal,a3,o3,h2,w3,v3,ta3,ts5,tm3,tp3,tme5,td3
6162,W. Chalá,Na_Ecuador,Tc_Barcelona de Guayaquil,F_Right,Bp_CB,Bt_Normal,a4,o4,h5,w4,v3,ta1,ts1,tm3,tp3,tme2,td5
6163,25B. Al Mehawes,Na_Saudi Arabia,Tc_Al Taawoun FC,F_Right,Bp_CAM,Bt_Lean,a2,o1,h1,w2,v1,ta2,ts2,tm3,tp1,tme1,td2
6164,25J. Parrales,Na_Ecuador,Tc_Mushuc Runa,F_Right,Bp_CB,Bt_Lean,a5,o4,h4,w5,v3,ta3,ts3,tm3,tp3,tme4,td5
6165,25T. Foran,Na_England,Tc_Bromley,F_Right,Bp_CB,Bt_Lean,a2,o2,h5,w5,v2,ta2,ts1,tm1,tp2,tme2,td4
6166,N. Butler-Oyedeji,Na_England,Tc_FC Lausanne-Sport,F_Right,Bp_ST,Bt_Normal,a3,o3,h1,w1,v3,ta4,ts3,tm5,tp4,tme3,td1
6167,E. Agyei,Na_Belgium,Tc_Burnley,F_Left,Bp_LM,Bt_Lean,a2,o3,h1,w1,v4,ta3,ts3,tm5,tp3,tme2,td2
6168,25A. N'Guessan,Na_France,Tc_Torino,F_Right,Bp_CB,Bt_Lean,a2,o2,h4,w5,v3,ta2,ts2,tm3,tp3,tme3,td4
6169,25A. Hayton,Na_England,Tc_Barnsley,F_Right,Bp_GK,Bt_Lean,a2,o1,h4,w4,v1,ta1,ts1,tm1,tp1,tme1,td1
6170,E. Bakatukanda,Na_Germany,Tc_Blau-Weiß Linz,F_Right,Bp_CB,Bt_Normal,a2,o4,h5,w4,v4,ta2,ts1,tm2,tp2,tme2,td5
6171,G. Gineitis,Na_Lithuania,Tc_Torino,F_Left,Bp_CM,Bt_Lean,a2,o5,h5,w3,v5,ta5,ts5,tm2,tp5,tme5,td4
6172,25D. González,Na_Paraguay,Tc_Lazio,F_Left,Bp_CAM,Bt_Normal,a2,o4,h2,w1,v5,ta5,ts5,tm4,tp2,tme5,td3
6173,João Tornich,Na_Brazil,Tc_LASK Linz,F_Right,Bp_CB,Bt_Lean,a3,o5,h5,w5,v5,ta2,ts2,tm2,tp4,tme3,td5
6174,A. Dembélé,Na_France,Tc_Mantova,F_Right,Bp_RB,Bt_Lean,a2,o3,h4,w1,v3,ta3,ts3,tm3,tp3,tme4,td4
6175,26R. Lozadina,Na_Peru,Tc_Atlético Grau,F_Left,Bp_LB,Bt_Normal,a5,o4,h2,w2,v3,ta3,ts2,tm3,tp3,tme3,td5
6176,26S. Arcilado,Na_Colombia,Tc_América de Cali,F_Right,Bp_RM,Bt_Lean,a5,o3,h2,w2,v2,ta3,ts3,tm3,tp2,tme2,td2
6177,26L. Silverez,Na_Uruguay,Tc_Boston River,F_Right,Bp_ST,Bt_Normal,a5,o4,h4,w4,v3,ta4,ts3,tm2,tp5,tme3,td1
6178,25M. Acuestano,Na_Uruguay,Tc_Montevideo Wanderers FC,F_Right,Bp_CB,Bt_Normal,a5,o4,h4,w4,v3,ta1,ts1,tm2,tp3,tme2,td5
6179,23D. Barcellino,Na_Uruguay,Tc_Club Atlético River Plate,F_Right,Bp_CDM,Bt_Normal,a5,o2,h3,w2,v1,ta2,ts2,tm2,tp3,tme4,td4
